siret,lng,lat,siren,RH,NAF,Activité,Groupe
62202300000152,4.76493,45.80889,622023000,15,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
50029043200011,4.6214967,45.782238,500290432,2,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
40516478100057,4.7666435,45.675022,405164781,15,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
30778703600028,4.8079686,45.697075,307787036,35,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
79164358800027,4.7782426,45.704803,791643588,4,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
34073563800025,4.812302,45.645714,340735638,8,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
82889061600018,4.811354,45.78335,828890616,0,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
41046541300012,4.819152,45.75056,410465413,0,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
81362791600014,4.811841,45.770847,813627916,150,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
50931788900020,4.990195,45.66647,509317889,4,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
81464128800018,4.8420286,45.8991,814641288,2,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
32874341400034,4.7494373,45.973335,328743414,4,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
34439409300167,4.960008,45.708164,344394093,15,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
51474838300015,4.841596,45.750805,514748383,2,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
37827332000010,4.7460427,45.77724,378273320,2,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
50811106900011,4.813493,45.757046,508111069,0,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
40895537500154,4.9588737,45.731083,408955375,0,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
38268065000035,4.7943463,45.773777,382680650,8,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
39748561600080,4.929636,45.737804,397485616,8,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
40034570800038,4.923622,45.726864,400345708,15,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
40163910900024,4.917378,45.696064,401639109,2,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
81536133200019,4.986238,45.7042,815361332,2,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
49476534000026,4.9453254,45.67493,494765340,2,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
96050413200031,4.8510876,45.74737,960504132,15,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
40384066300054,4.904149,45.710575,403840663,8,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
43371351800010,4.9745526,45.72851,433713518,2,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
50282477400025,4.9271,45.646954,502824774,15,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
40420070100054,4.902066,45.69238,404200701,8,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
47954607900027,4.6513014,45.931007,479546079,4,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
44060173000037,4.9437046,45.76564,440601730,15,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
34382147600045,4.8086505,45.591022,343821476,35,33.20D,"installation d’équipements électriques, de matériel électroniques, et optiques ou d’autres matériels",Autres industries manufacturières : réparation et installation de machines et d’équipements
30524193700039,4.7168884,46.004265,305241937,4,14.12Z,fabrication de vêtements de travail,"Fabrication de textiles, industries de l’habillement, industrie du cuir et de la chaussure"
95551207400522,4.7168884,46.004265,955512074,35,14.12Z,fabrication de vêtements de travail,"Fabrication de textiles, industries de l’habillement, industrie du cuir et de la chaussure"
77564486700100,4.7168884,46.004265,775644867,35,14.12Z,fabrication de vêtements de travail,"Fabrication de textiles, industries de l’habillement, industrie du cuir et de la chaussure"
31186774100044,4.766192,45.807575,311867741,15,14.12Z,fabrication de vêtements de travail,"Fabrication de textiles, industries de l’habillement, industrie du cuir et de la chaussure"
55209122500052,4.6619515,45.96462,552091225,35,14.12Z,fabrication de vêtements de travail,"Fabrication de textiles, industries de l’habillement, industrie du cuir et de la chaussure"
34896817300016,4.8179426,45.887558,348968173,35,14.12Z,fabrication de vêtements de travail,"Fabrication de textiles, industries de l’habillement, industrie du cuir et de la chaussure"
51193141200023,4.6443963,45.878025,511931412,2,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
96550651200015,4.8413315,45.85361,965506512,15,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
69678042800376,4.9267964,45.713787,696780428,35,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
85120177200023,4.9458685,45.749912,851201772,4,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
83772406100010,4.7686806,45.606777,837724061,4,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
43815375100021,5.029402,45.76385,438153751,15,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
31538487500011,4.936235,45.765392,315384875,15,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
40131012300013,4.934902,45.755215,401310123,8,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
31279930700011,5.030251,45.770435,312799307,35,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
84896168600013,4.711189,45.995102,848961686,4,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
82177646500014,4.876531,45.70823,821776465,4,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
50092199400017,4.806895,45.598064,500921994,8,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
96050032000010,4.8755703,45.776188,960500320,15,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
45099115300047,5.026903,45.766476,450991153,35,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
43394948400029,5.0221004,45.767197,433949484,35,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
52955226700021,4.857309,45.762352,529552267,35,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
79326552100039,4.8118577,45.689384,793265521,2,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
51193141200015,4.653428,45.805588,511931412,0,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
50434363300013,4.6231365,45.851254,504343633,8,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
33413849200031,4.986637,45.718773,334138492,35,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
48229966600016,4.9325256,45.762196,482299666,75,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
95752176800011,4.855959,45.715546,957521768,15,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
41437586500022,5.029676,45.77172,414375865,15,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
38914585500042,5.029676,45.77172,389145855,15,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
49363046100041,4.3759117,46.015747,493630461,2,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
30380394400063,4.977882,45.723633,303803944,8,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
32242436700017,4.7015243,45.76003,322424367,4,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
43224951400014,4.708328,45.617924,432249514,2,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
32529063300032,4.734513,46.118774,325290633,15,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
80527515300023,5.0516834,45.659622,805275153,2,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
80823690500010,4.9572268,45.76919,808236905,2,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
75071362000029,4.954005,45.683743,750713620,8,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
43500117700011,4.984128,45.708218,435001177,15,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
49284235600023,4.984128,45.708218,492842356,2,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
80912565100012,4.8797283,45.75449,809125651,2,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
38828184200038,4.6900234,45.635612,388281842,15,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
45360650100022,4.7735796,45.679657,453606501,15,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
34926770800015,4.5942297,45.824654,349267708,75,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
45261684000016,4.58909,45.821198,452616840,35,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
75055609400019,4.762148,45.62478,750556094,2,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
47838653500015,4.590622,45.82138,478386535,35,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
44149924100012,4.9656672,45.71005,441499241,35,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
44109398600012,4.9901414,45.716316,441093986,2,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
49267080700014,4.8635693,45.766212,492670807,0,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
96050295300016,4.838321,45.72853,960502953,2,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
32441887000014,4.838321,45.72853,324418870,35,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
41481669400023,4.9581027,45.734108,414816694,35,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
33958464100031,4.739705,45.99183,339584641,4,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
51043235400015,4.68261,45.745117,510432354,8,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
38431131200027,4.817349,45.691322,384311312,15,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
31481650500023,4.9233437,45.694176,314816505,35,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
95752184200048,5.0253034,45.758846,957521842,35,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
47799025300049,4.9895926,45.70345,477990253,8,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
50827824900018,4.8971415,45.687267,508278249,75,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
41119547200013,4.7308836,46.100266,411195472,4,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
51931618600039,4.9971695,45.712593,519316186,8,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
49356152600028,4.7784243,45.800972,493561526,35,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
37812694000022,4.908607,45.776012,378126940,8,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
81208314500019,4.9421787,45.77693,812083145,4,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
47988565900025,4.966216,45.732113,479885659,15,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
69678042800020,4.966216,45.732113,696780428,35,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
30579999100024,4.903052,45.785557,305799991,15,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
75307543100019,4.9883666,45.717728,753075431,8,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
51152336700015,4.9129305,45.771698,511523367,2,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
96650166000031,4.938177,45.757698,966501660,4,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
33348582900027,4.9102435,45.741554,333485829,2,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
43420089500010,4.3350544,46.114788,434200895,15,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
35070202300036,4.9371743,45.754074,350702023,8,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
41468637800020,4.936483,45.752712,414686378,15,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
42932095500017,4.9371743,45.754074,429320955,4,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
37893793200010,4.705419,45.71944,378937932,2,25.61Z,traitement et revêtement des métaux,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
83452936400012,4.7703004,45.673283,834529364,4,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
95751549700031,4.9373116,45.75729,957515497,15,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
41895154700029,4.934956,45.751873,418951547,8,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
81895428100023,4.8646317,45.759636,818954281,2,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
95850512500046,5.0266356,45.775963,958505125,8,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
50740650200025,5.0280466,45.76697,507406502,8,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
81113424600024,5.0318923,45.77732,811134246,4,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
35351360900050,4.4919963,46.053905,353513609,8,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
81850517400016,4.726535,46.010117,818505174,2,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
53886519700031,4.433649,45.63072,538865197,2,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
39238674400024,4.698124,46.151886,392386744,8,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
95751084500028,4.768876,45.706722,957510845,35,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
49840672700012,4.954005,45.683743,498406727,2,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
45316999700021,4.954005,45.683743,453169997,2,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
35351360900019,4.4992633,46.021988,353513609,150,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
83159884200027,4.7160997,45.94282,831598842,2,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
32164066600053,5.0494137,45.75895,321640666,35,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
39871149900028,4.7716312,45.678078,398711499,2,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
48225191500039,5.063464,45.80012,482251915,8,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
49019096400026,4.765371,45.69488,490190964,15,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
43391668100011,4.9422364,45.747974,433916681,35,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
51867342100021,4.7025256,45.998505,518673421,15,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
45167079800029,4.959558,45.73335,451670798,0,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
35013077900050,4.9595637,45.73405,350130779,35,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
30373170700053,4.9595637,45.73405,303731707,15,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
33368541000032,4.6681614,45.727806,333685410,4,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
45167079800037,4.896188,45.68111,451670798,2,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
35313804300032,4.981274,45.715477,353138043,8,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
32509072800057,4.983152,45.718197,325090728,8,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
32509072800024,4.9736824,45.72806,325090728,75,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
80764768000022,4.699949,45.71996,807647680,15,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
33514460600050,5.06802,45.74408,335144606,35,22.29A,fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique ainsi que d’autres produits minéraux non métalliques
40342550700015,4.7489204,46.142242,403425507,35,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
37827387400016,4.9376435,45.776455,378273874,15,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
77564367900019,4.4102864,45.654224,775643679,35,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
42995543800024,4.5372715,45.69067,429955438,15,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
38881872600100,4.4370794,45.631264,388818726,150,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
40079947400012,4.459827,45.639935,400799474,35,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
76520070400029,4.830287,45.85166,765200704,4,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
35277087900026,4.632788,45.654766,352770879,15,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
31446535200032,4.900292,45.667007,314465352,15,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
78840937300024,4.6375337,45.685978,788409373,15,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
48007217200012,4.7156787,45.94086,480072172,8,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
38803961200014,4.525492,46.225002,388039612,150,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
33408812700025,4.4690886,45.70226,334088127,35,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
50188112200029,4.4544153,45.70083,501881122,35,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
84425088600026,4.6856213,45.818184,844250886,8,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
38876876400044,4.919258,45.673206,388768764,15,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
34773128300011,4.408491,45.892014,347731283,35,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
38876876400010,4.9004197,45.69336,388768764,75,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
96550599300018,4.4574914,45.631874,965505993,35,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
85367025500019,4.8446636,45.753967,853670255,2,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
96850401900033,4.435013,45.62919,968504019,150,10.13A,préparation industrielle de produits à base de viande,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
42825110200029,4.9435625,45.64065,428251102,2,25.72Z, fabrication de serrures et de ferrures,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
37788501700014,4.8413315,45.85361,377885017,2,25.72Z, fabrication de serrures et de ferrures,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
95550219000023,4.799654,45.770218,955502190,2,25.72Z, fabrication de serrures et de ferrures,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
79045193400026,4.8534317,45.73556,790451934,2,25.72Z, fabrication de serrures et de ferrures,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
42375331800025,4.903901,45.75203,423753318,4,25.72Z, fabrication de serrures et de ferrures,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
33139459300023,4.533117,45.91627,331394593,2,25.72Z, fabrication de serrures et de ferrures,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
50420934700047,4.8529367,45.740025,504209347,4,25.72Z, fabrication de serrures et de ferrures,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
81285690400014,4.4102254,45.891937,812856904,8,25.72Z, fabrication de serrures et de ferrures,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
34114882300071,4.850765,45.765835,341148823,15,25.72Z, fabrication de serrures et de ferrures,Métallurgie et fabrication de produits métalliques à l’exception des machines et des équipements
96750334300030,4.6825438,45.817776,967503343,8,26.70Z,fabrication de matériels optique et photographique,"Fabrication de produits informatiques, électroniques et optiques"
34902545200039,4.762769,45.806236,349025452,4,26.70Z,fabrication de matériels optique et photographique,"Fabrication de produits informatiques, électroniques et optiques"
80366436600017,4.6057453,45.82361,803664366,2,26.70Z,fabrication de matériels optique et photographique,"Fabrication de produits informatiques, électroniques et optiques"
49365847000049,4.8609467,45.76939,493658470,2,26.70Z,fabrication de matériels optique et photographique,"Fabrication de produits informatiques, électroniques et optiques"
43324712900029,4.929689,45.738968,433247129,35,26.70Z,fabrication de matériels optique et photographique,"Fabrication de produits informatiques, électroniques et optiques"
